x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.43502843379974365,0.5688956379890442,0.4326043426990509,0.5481292009353638,0.43640536069869995,0.5291614532470703,0.4387655258178711,0.5126925706863403,0.4340437054634094,0.4990999400615692,0.4719460606575012,0.5264036059379578,0.49801957607269287,0.5290510058403015,0.49120187759399414,0.5352796316146851,0.4812687039375305,0.537640392780304,0.4797971844673157,0.5380813479423523,0.5030807256698608,0.5392566919326782,0.49552786350250244,0.5453590750694275,0.4863140881061554,0.5482021570205688,0.4860086441040039,0.5504432916641235,0.511498749256134,0.5494489669799805,0.5053420066833496,0.5544358491897583,0.4955935776233673,0.5570631623268127,0.4901684522628784,0.5625972151756287,0.5158501863479614,0.5603161454200745,0.5318664312362671,0.5600385665893555,0.5451371669769287,0.5587953329086304,call
0.3833310604095459,0.46777716279029846,0.39533278346061707,0.44331398606300354,0.4250381588935852,0.42016106843948364,0.4473816752433777,0.4027813673019409,0.45736199617385864,0.38708049058914185,0.448482871055603,0.4320303499698639,0.4797798693180084,0.4382077157497406,0.4651578366756439,0.4406340718269348,0.44964662194252014,0.4386638104915619,0.451646625995636,0.4491427540779114,0.48369449377059937,0.4526689648628235,0.46959105134010315,0.45466750860214233,0.4553568959236145,0.4555584192276001,0.45209982991218567,0.4668448269367218,0.4852812886238098,0.46879372000694275,0.4715481996536255,0.47008129954338074,0.4553222060203552,0.4702901840209961,0.44872376322746277,0.4834112226963043,0.48149117827415466,0.48717549443244934,0.5020657777786255,0.4901786148548126,0.5200372338294983,0.49258652329444885,call
0.27515631914138794,0.5309591293334961,0.2958241105079651,0.5069063305854797,0.3357115089893341,0.48271888494491577,0.3651425242424011,0.4644158184528351,0.37099435925483704,0.44469332695007324,0.3506169021129608,0.485653817653656,0.40602752566337585,0.4992120862007141,0.38996970653533936,0.5071753859519958,0.3715316653251648,0.5041157007217407,0.3458777964115143,0.5043115019798279,0.4011826515197754,0.5200001001358032,0.3824627697467804,0.5263530015945435,0.36492860317230225,0.5233333110809326,0.33943960070610046,0.5257101058959961,0.3903307020664215,0.5396244525909424,0.37289729714393616,0.5421477556228638,0.353176474571228,0.5379433631896973,0.33179160952568054,0.5465763807296753,0.37578606605529785,0.5582507848739624,0.40353888273239136,0.5659139156341553,0.42877355217933655,0.5704869031906128,call
0.8897708654403687,0.6217393279075623,0.8688065409660339,0.6666571497917175,0.8685203194618225,0.7259919047355652,0.874549388885498,0.7781381607055664,0.8794476389884949,0.8199090957641602,0.8678666949272156,0.704494059085846,0.887863039970398,0.7763112783432007,0.9031878709793091,0.8161269426345825,0.9159998297691345,0.8442827463150024,0.8947920799255371,0.6884521842002869,0.9129324555397034,0.7656828761100769,0.9264750480651855,0.8130033612251282,0.9358035922050476,0.8444265127182007,0.9219619631767273,0.6729794144630432,0.9409438371658325,0.7489795684814453,0.950291097164154,0.7938148975372314,0.9547516703605652,0.8253653645515442,0.9468846321105957,0.6587990522384644,0.9671173095703125,0.7116665840148926,0.9744957089424133,0.7493489980697632,0.9768638610839844,0.7804827094078064,call
0.7254701852798462,0.6363875865936279,0.690424919128418,0.5887466669082642,0.6080081462860107,0.5491108894348145,0.5459688305854797,0.51912522315979,0.5219780206680298,0.48013919591903687,0.592756450176239,0.533686637878418,0.4818536639213562,0.5632535219192505,0.5050020813941956,0.5817410349845886,0.5434101223945618,0.5793371796607971,0.6006373763084412,0.5712719559669495,0.4811936318874359,0.6089555621147156,0.5134503245353699,0.621010959148407,0.5511648654937744,0.6119415760040283,0.6094798445701599,0.6158678531646729,0.5010049343109131,0.6467268466949463,0.5285458564758301,0.6551538109779358,0.5611218810081482,0.6464250087738037,0.6223534941673279,0.6578271389007568,0.5397870540618896,0.682180643081665,0.5020461678504944,0.6981276273727417,0.4703581929206848,0.7046953439712524,call
0.6346008777618408,0.5989932417869568,0.6300211548805237,0.5644310116767883,0.6086805462837219,0.5357668399810791,0.5925270915031433,0.5141089558601379,0.5944207310676575,0.4954718351364136,0.5552864670753479,0.5351603627204895,0.5143178105354309,0.549863874912262,0.5199956297874451,0.5623453855514526,0.5321778059005737,0.5670259594917297,0.547917366027832,0.5550287961959839,0.5138801336288452,0.5699729919433594,0.5281303524971008,0.5795247554779053,0.5435804128646851,0.5811981558799744,0.5462057590484619,0.5781255960464478,0.5148059129714966,0.5890665054321289,0.5285536646842957,0.5960645079612732,0.5458195209503174,0.5975908637046814,0.548121452331543,0.6020275354385376,0.5067275166511536,0.6025615334510803,0.4792172610759735,0.6053827404975891,0.4562528431415558,0.6059718132019043,call
0.40514951944351196,0.378115177154541,0.4046829640865326,0.35251662135124207,0.4065755307674408,0.33094191551208496,0.40752968192100525,0.31359460949897766,0.4046233296394348,0.3003668189048767,0.42412081360816956,0.3254161477088928,0.42926934361457825,0.33386319875717163,0.42527449131011963,0.3435630202293396,0.4198717474937439,0.34840843081474304,0.42954176664352417,0.33641308546066284,0.4322127401828766,0.3454073965549469,0.4273015260696411,0.3528560400009155,0.4221865236759186,0.356088250875473,0.4336000978946686,0.35017475485801697,0.43646565079689026,0.3563455641269684,0.4311157763004303,0.3636275827884674,0.4256691336631775,0.3667759299278259,0.4366181194782257,0.3646387755870819,0.4483228623867035,0.3604106307029724,0.455949991941452,0.3596966862678528,0.4619981050491333,0.35863569378852844,call
0.8410093188285828,0.7172697186470032,0.8143163919448853,0.733657717704773,0.8089962005615234,0.7542523145675659,0.8108047246932983,0.7700208425521851,0.810072660446167,0.7806358933448792,0.8328342437744141,0.7681453227996826,0.8307334780693054,0.7881064414978027,0.8219040632247925,0.7821895480155945,0.8206034302711487,0.7735731601715088,0.8471154570579529,0.7650592923164368,0.8427587151527405,0.7825684547424316,0.8341555595397949,0.7778735756874084,0.8338313102722168,0.7705557346343994,0.8583081960678101,0.7602026462554932,0.8524435758590698,0.7748419046401978,0.8452843427658081,0.7710437178611755,0.8450163006782532,0.7645056247711182,0.8666456937789917,0.7550400495529175,0.8602076172828674,0.7677379250526428,0.8536117076873779,0.7653277516365051,0.8536033034324646,0.7591948509216309,call
0.2827986180782318,0.710094690322876,0.3088899254798889,0.722192645072937,0.31680533289909363,0.7462732195854187,0.3173280656337738,0.7687398195266724,0.31671565771102905,0.7855587005615234,0.28401821851730347,0.7592118382453918,0.2845556437969208,0.792523205280304,0.3002629280090332,0.8036616444587708,0.314745157957077,0.8075144290924072,0.27020466327667236,0.7590224742889404,0.2743290364742279,0.7927946448326111,0.2935532033443451,0.8037039041519165,0.3100775480270386,0.8058488965034485,0.2652624249458313,0.7583286166191101,0.2708475589752197,0.7886754274368286,0.2878219485282898,0.7988486289978027,0.3029939830303192,0.8018892407417297,0.26691919565200806,0.7582553625106812,0.27168184518814087,0.7824691534042358,0.2839054763317108,0.7940697073936462,0.29673171043395996,0.798933744430542,call
0.3523102104663849,0.5115228891372681,0.3596838712692261,0.45933809876441956,0.3788714110851288,0.4079509973526001,0.39309629797935486,0.3662242591381073,0.38990527391433716,0.33456021547317505,0.40700703859329224,0.40388548374176025,0.43343085050582886,0.41713619232177734,0.4240536391735077,0.43507882952690125,0.4105311930179596,0.43962278962135315,0.4187192916870117,0.4321846067905426,0.4437329173088074,0.43784472346305847,0.4326554536819458,0.45491957664489746,0.4189583957195282,0.45909106731414795,0.4281668961048126,0.464787095785141,0.4571245312690735,0.46078404784202576,0.4460381865501404,0.4751439690589905,0.43112531304359436,0.48076021671295166,0.434527188539505,0.4975932836532593,0.4692758619785309,0.4908241033554077,0.4901609718799591,0.4912227988243103,0.5073230862617493,0.48671457171440125,call
0.6415353417396545,0.6413782835006714,0.6374766230583191,0.6180906295776367,0.6268974542617798,0.5962112545967102,0.6255812048912048,0.5793371200561523,0.6311012506484985,0.5661341547966003,0.5985907912254333,0.5954822897911072,0.5632979273796082,0.5982234477996826,0.5712825059890747,0.6050808429718018,0.5846182107925415,0.6070642471313477,0.5947229266166687,0.6094668507575989,0.5644102692604065,0.6135472059249878,0.5736483931541443,0.6191076636314392,0.5853069424629211,0.619583785533905,0.5921686887741089,0.625452995300293,0.5654335618019104,0.6278143525123596,0.573627769947052,0.6324924826622009,0.5857862830162048,0.6331955194473267,0.5901950001716614,0.6415992379188538,0.5640067458152771,0.6406311988830566,0.5478993058204651,0.6409372687339783,0.5359782576560974,0.6402807235717773,call
0.33983051776885986,0.26031893491744995,0.3634585738182068,0.24882128834724426,0.3938615620136261,0.23929452896118164,0.4099729061126709,0.2276957929134369,0.41177159547805786,0.2132885754108429,0.4178393483161926,0.24433569610118866,0.4303535521030426,0.271904855966568,0.4148366153240204,0.2761169970035553,0.4030052125453949,0.2712917625904083,0.41180697083473206,0.25456032156944275,0.4212794601917267,0.2817581295967102,0.40664392709732056,0.28477880358695984,0.3973821699619293,0.2798917591571808,0.40331995487213135,0.2667178213596344,0.41527122259140015,0.2898237109184265,0.4002535939216614,0.2923850119113922,0.39076098799705505,0.28791776299476624,0.3935975432395935,0.2790963053703308,0.4175174832344055,0.2929084897041321,0.4313915967941284,0.30172115564346313,0.44438493251800537,0.30785202980041504,call
0.38136202096939087,0.5655213594436646,0.38320398330688477,0.5232223868370056,0.4017758369445801,0.47634586691856384,0.41159048676490784,0.4384062886238098,0.40508922934532166,0.4091554582118988,0.4553054869174957,0.4718325734138489,0.5192019939422607,0.48132041096687317,0.5008489489555359,0.49686530232429504,0.479862779378891,0.49845942854881287,0.4707496762275696,0.49730533361434937,0.5247126817703247,0.506693959236145,0.5050544738769531,0.5203552842140198,0.4844036102294922,0.5218095779418945,0.483243465423584,0.5257182717323303,0.5317121148109436,0.5306753516197205,0.5136222839355469,0.5413865447044373,0.48983222246170044,0.5430028438568115,0.49435120820999146,0.5534254312515259,0.5485301613807678,0.5463429689407349,0.5838097333908081,0.5450405478477478,0.6127428412437439,0.5409061908721924,call
0.612582802772522,0.4629378318786621,0.6017739176750183,0.44354379177093506,0.5878058671951294,0.42652782797813416,0.5829644799232483,0.40832608938217163,0.5886222124099731,0.392591267824173,0.5360502004623413,0.43140149116516113,0.5270926356315613,0.4523959457874298,0.5415889024734497,0.4612330198287964,0.5587307810783386,0.46214744448661804,0.5296497941017151,0.44387686252593994,0.5261955857276917,0.4638858139514923,0.5418883562088013,0.4710855185985565,0.557930052280426,0.47159701585769653,0.5286738872528076,0.45847198367118835,0.5236960649490356,0.47487056255340576,0.53850257396698,0.4827609956264496,0.5553424954414368,0.4834776222705841,0.5301641225814819,0.47311973571777344,0.5033568739891052,0.4738103747367859,0.482467383146286,0.4765821695327759,0.46664518117904663,0.47747355699539185,call
0.7576959729194641,0.7045769095420837,0.7246387004852295,0.7148856520652771,0.7119807004928589,0.7336528897285461,0.7085392475128174,0.751552939414978,0.7073524594306946,0.7646167278289795,0.7340524792671204,0.7591413855552673,0.7294965982437134,0.7809803485870361,0.724987804889679,0.7728329300880432,0.7261538505554199,0.7627170085906982,0.7535340189933777,0.7593493461608887,0.7476136684417725,0.7783355712890625,0.7416541576385498,0.7715693116188049,0.7419652938842773,0.763290524482727,0.7695537209510803,0.7555728554725647,0.762903094291687,0.7712897658348083,0.757266104221344,0.7660594582557678,0.7575101852416992,0.7584303617477417,0.7821621894836426,0.7500638365745544,0.774901807308197,0.7630941271781921,0.7693320512771606,0.7593187093734741,0.768977165222168,0.7526705861091614,call
0.5926525592803955,0.395035982131958,0.6105126142501831,0.3622760474681854,0.6320311427116394,0.3484671711921692,0.6496335864067078,0.33347219228744507,0.6584365367889404,0.3124617338180542,0.678098738193512,0.3839002549648285,0.6887543797492981,0.42260295152664185,0.6784398555755615,0.43647074699401855,0.6676715016365051,0.43814942240715027,0.675507664680481,0.4106622636318207,0.6797312498092651,0.4453190267086029,0.6682803630828857,0.45063745975494385,0.6593782901763916,0.4491874873638153,0.665947437286377,0.436368465423584,0.6739461421966553,0.4698468744754791,0.666339099407196,0.47616511583328247,0.6597942113876343,0.475957989692688,0.6516117453575134,0.45894429087638855,0.6646602153778076,0.4953949451446533,0.6704219579696655,0.518882155418396,0.6749789714813232,0.5377369523048401,call
0.27265095710754395,0.6712212562561035,0.2939917743206024,0.6792507767677307,0.30282002687454224,0.6951936483383179,0.3048447370529175,0.7111359238624573,0.30691608786582947,0.7234318256378174,0.2793348729610443,0.7094659805297852,0.28358641266822815,0.7306578755378723,0.29546576738357544,0.7365592122077942,0.3043172061443329,0.7366032600402832,0.26957663893699646,0.7109482884407043,0.2770567238330841,0.7310761213302612,0.2887960374355316,0.7365880608558655,0.2977200150489807,0.736848771572113,0.26443472504615784,0.7108713984489441,0.27242299914360046,0.7298694252967834,0.28409522771835327,0.7348299026489258,0.2933700978755951,0.7353003621101379,0.2628175616264343,0.7102943062782288,0.2701410949230194,0.7266419529914856,0.28000950813293457,0.7322039008140564,0.2882970869541168,0.7334082722663879,call
0.6055396199226379,0.5049177408218384,0.5994558334350586,0.4904368817806244,0.5876611471176147,0.4749370813369751,0.5809273719787598,0.46308764815330505,0.5838323831558228,0.45400941371917725,0.5731638073921204,0.4703492820262909,0.5425231456756592,0.47037383913993835,0.5468900203704834,0.47801050543785095,0.5560689568519592,0.4808065891265869,0.5696597099304199,0.47855064272880554,0.5394470691680908,0.48041218519210815,0.5457950830459595,0.48684006929397583,0.5553653836250305,0.4889672100543976,0.5662727952003479,0.48860734701156616,0.5365422964096069,0.48966458439826965,0.5426754355430603,0.49539074301719666,0.5524663329124451,0.49779361486434937,0.5634609460830688,0.49904435873031616,0.5388662815093994,0.5016269087791443,0.5232225060462952,0.5037562847137451,0.510521411895752,0.5042059421539307,call
